URL_ID,URL,POSITIVE SCORE,NEGATIVE SCORE,POLARITY SCORE,SUBJECTIVITY SCORE,AVG SENTENCE LENGTH,PERCENTAGE OF COMPLEX WORDS,FOG INDEX,AVG NUMBER OF WORDS PER SENTENCE,COMPLEX WORD COUNT,WORD COUNT,SYLLABLE PER WORD,PERSONAL PRONOUNS,AVG WORD LENGTH
97,https://insights.blackcoﬀer.com/coronavirus-impact-on-the-hospitality-industry-5/,125,73,0.2626262612998674,125.06642502183803,21.134615384615383,0.12283894449499545,8.502981731644152,21.134615384615383,135,576,1044,4,4.573248407643312
98,https://insights.blackcoﬀer.com/lessons-from-the-past-some-key-learnings-relevant-to-the-coronavirus-crisis-4/,150,105,0.1764705875432526,150.07703695011006,18.41891891891892,0.09977989728539985,7.407479526481729,18.41891891891892,136,678,1186,5,4.423330887747616
101,https://insights.blackcoﬀer.com/travel-and-tourism-outlook/,22,11,0.33333332323232356,22.05092692592593,19.636363636363637,0.0787037037037037,7.886026936026936,19.636363636363637,17,111,190,3,4.157407407407407
109,https://insights.blackcoﬀer.com/lessons-from-the-past-some-key-learnings-relevant-to-the-coronavirus-crisis/,107,47,0.38961038708045204,107.05795414426633,26.161290322580644,0.06288532675709001,10.489670259735094,26.161290322580644,51,365,591,5,3.913686806411837
110,https://insights.blackcoﬀer.com/covid-19-how-have-countries-been-responding/,91,71,0.12345678936137784,91.05951483067896,24.854166666666668,0.10813076278290025,9.984918971779827,24.854166666666668,129,657,1139,5,4.714165968147527
111,https://insights.blackcoﬀer.com/coronavirus-impact-on-the-hospitality-industry-2/,103,56,0.2955974824176259,103.04823528079241,22.326923076923077,0.13006029285099052,8.982793347909627,22.326923076923077,151,595,1147,4,4.8277347114556415
113,https://insights.blackcoﬀer.com/coronavirus-impact-on-the-hospitality-industry-3/,133,97,0.1565217384499055,133.067082604426,26.29090909090909,0.0954356846473029,10.554537910222557,26.29090909090909,138,782,1393,3,4.5387275242047025
115,https://insights.blackcoﬀer.com/covid-19-how-have-countries-been-responding-2/,158,97,0.23921568533640908,158.04797330464885,26.96,0.1152324431256182,10.830092977250247,26.96,233,1163,1970,4,4.666172106824926
117,https://insights.blackcoﬀer.com/lessons-from-the-past-some-key-learnings-relevant-to-the-coronavirus-crisis-2/,200,156,0.12359550527079914,200.0722566739231,30.84285714285714,0.13107920333487727,12.389574538476808,30.84285714285714,283,1162,2134,4,4.789254284390922
118,https://insights.blackcoﬀer.com/lessons-from-the-past-some-key-learnings-relevant-to-the-coronavirus-crisis-3/,173,111,0.2183098583862329,173.07740685774058,17.925,0.08856345885634588,7.205425383542539,17.925,127,692,1244,4,4.154811715481172
119,https://insights.blackcoﬀer.com/coronavirus-impact-on-the-hospitality-industry-4/,27,23,0.07999999840000004,27.059126964010282,24.3125,0.11053984575835475,9.769215938303342,24.3125,43,219,410,3,4.956298200514139
120,https://insights.blackcoﬀer.com/why-scams-like-nirav-modi-happen-with-indian-banks/,164,175,-0.03244837748540302,164.07297848123437,26.9438202247191,0.11092577147623019,10.821898398478133,26.9438202247191,266,1395,2442,3,4.791075896580484
121,https://insights.blackcoﬀer.com/impact-of-covid-19-on-the-global-economy/,222,135,0.24369747830897065,222.07785567128028,27.09375,0.06632064590542099,10.864028258362168,27.09375,115,794,1410,5,4.228373702422146
122,https://insights.blackcoﬀer.com/impact-of-covid-19coronavirus-on-the-indian-economy-2/,176,126,0.1655629133590632,176.06366951945427,23.011627906976745,0.08842849924204144,9.240022562487516,23.011627906976745,175,1042,1819,4,4.466397170288024
123,https://insights.blackcoﬀer.com/impact-of-covid-19-on-the-global-economy-2/,232,146,0.22751322691134068,232.07227822772276,26.933333333333334,0.11683168316831684,10.820066006600662,26.933333333333334,236,1077,1944,5,4.600495049504951
124,https://insights.blackcoﬀer.com/impact-of-covid-19-coronavirus-on-the-indian-economy-3/,195,135,0.18181818126721763,195.0618141868132,33.09090909090909,0.12866300366300365,13.28782883782884,33.09090909090909,281,1240,2212,4,4.84065934065934
126,https://insights.blackcoﬀer.com/how-prepared-is-india-to-tackle-a-possible-covid-19-outbreak/,65,58,0.056910568643003506,65.06035479812695,28.264705882352942,0.12695109261186263,11.356662789985922,28.264705882352942,122,490,883,4,4.58480749219563
129,https://insights.blackcoﬀer.com/coronavirus-impact-on-the-hospitality-industry/,53,46,0.07070706999285788,53.05958649222798,25.733333333333334,0.12694300518134716,10.344110535405873,25.733333333333334,98,460,802,3,4.839378238341969
130,https://insights.blackcoﬀer.com/coronavirus-impact-on-energy-markets/,189,110,0.2642140459390835,189.0581405348837,37.84,0.08192389006342495,15.16876955602537,37.84,155,1113,2075,5,4.731501057082452
137,https://insights.blackcoﬀer.com/what-do-you-think-is-the-lesson-or-lessons-to-be-learned-with-covid-19/,21,13,0.23529411072664383,21.046429571428572,35.0,0.08571428571428572,14.034285714285716,35.0,24,140,261,3,4.242857142857143
138,https://insights.blackcoﬀer.com/coronavirus-the-unexpected-challenge-for-the-european-union/,31,20,0.21568627028066137,31.068028210884354,21.0,0.12244897959183673,8.448979591836736,21.0,36,144,258,4,4.534013605442177
140,https://insights.blackcoﬀer.com/impact-of-covid-19-coronavirus-on-the-indian-economy/,111,94,0.08292682886377156,111.08166911468288,28.073170731707318,0.0894874022589053,11.26506325358649,28.073170731707318,103,635,1067,4,4.630755864465682
141,https://insights.blackcoﬀer.com/impact-of-covid-19-coronavirus-on-the-indian-economy-2/,125,70,0.28205128060486523,125.06312092786294,33.60606060606061,0.07303877366997295,13.471639751892234,33.60606060606061,81,575,989,4,4.4517583408476105
142,https://insights.blackcoﬀer.com/impact-of-covid-19coronavirus-on-the-indian-economy/,158,123,0.12455515969909196,158.0608318605341,26.96,0.11572700296735905,10.830290801186944,26.96,234,1085,2013,5,4.714638971315529
143,https://insights.blackcoﬀer.com/impact-of-covid-19-coronavirus-on-the-global-economy/,75,42,0.28205127964058735,75.06140450877193,19.542857142857144,0.0847953216374269,7.851060985797829,19.542857142857144,58,373,629,4,4.733918128654971
146,https://insights.blackcoﬀer.com/blockchain-for-payments/,96,62,0.21518987205576032,96.06102462204724,20.73469387755102,0.11811023622047244,8.341121645508599,20.73469387755102,120,567,1087,4,4.956692913385827
